time,cumulative_grains_below_aperture
45.65,76
45.75,76
45.85,76
45.95,76
46.05,76
46.15,77
46.25,77
46.35,77
46.45,77
46.55,77
46.65,77
46.75,77
46.85,77
46.95,77
47.05,78
47.15,78
47.25,78
47.35,78
47.45,78
47.55,78
47.65,78
47.75,79
47.85,79
47.95,79
48.05,79
48.15,80
48.25,80
48.35,80
48.45,80
48.55,80
48.65,80
48.75,80
48.85,81
48.95,81
49.05,81
49.15,81
49.25,82
49.35,82
49.45,82
49.55,82
49.65,82
49.75,82
49.85,82
49.95,82
50.05,83
50.15,83
50.25,83
50.35,83
50.45,83
50.55,83
50.65,83
50.75,83
50.85,83
50.95,84
51.05,84
51.15,84
51.25,84
51.35,84
51.45,85
51.55,85
51.65,85
51.75,85
51.85,85
51.95,85
52.05,85
52.15,85
52.25,85
52.35,85
52.45,85
52.55,85
52.65,85
52.75,85
52.85,85
52.95,85
53.05,85
53.15,85
53.25,85
53.35,86
53.45,86
53.55,86
53.65,86
53.75,86
53.85,86
53.95,86
54.05,86
54.15,86
54.25,86
54.35,86
54.45,86
54.55,86
54.65,86
54.75,87
54.85,87
54.95,87
55.05,87
55.15,87
55.25,87
55.35,87
55.45,87
55.55,88
55.65,88
55.75,88
55.85,88
55.95,88
56.05,88
56.15,88
56.25,89
56.35,89
56.45,89
56.55,89
56.65,89
56.75,89
56.85,90
56.95,90
57.05,90
57.15,90
57.25,90
57.35,91
57.45,91
57.55,91
57.65,91
57.75,92
57.85,92
57.95,92
58.05,92
58.15,93
58.25,93
58.35,93
58.45,93
58.55,93
58.65,94
58.75,94
58.85,94
58.95,94
59.05,94
59.15,95
59.25,95
59.35,95
59.45,95
59.55,95
59.65,95
59.75,95
59.85,95
59.95,96
60.05,96
60.15,96
60.25,96
60.35,96
60.45,96
60.55,96
60.65,96
60.75,96
60.85,96
60.95,97
61.05,97
61.15,97
61.25,97
61.35,97
61.45,98
61.55,98
61.65,98
61.75,98
61.85,98
61.95,98
62.05,98
62.15,99
62.25,99
62.35,99
62.45,99
62.55,100
62.65,100
62.75,100
62.85,100
62.95,100
63.05,101
63.15,101
63.25,101
63.35,101
63.45,101
63.55,102
63.65,102
63.75,102
63.85,102
63.95,102
64.05,102
64.15,103
64.25,103
64.35,103
64.45,103
64.55,103
64.65,103
64.75,103
64.85,103
64.95,103
65.05,103
65.15,103
65.25,103
65.35,103
65.45,103
65.55,104
65.65,104
65.75,104
65.85,104
65.95,105
66.05,105
66.15,105
66.25,105
66.35,105
66.45,105
66.55,105
66.65,106
66.75,106
66.85,106
66.95,106
67.05,106
67.15,106
67.25,106
67.35,107
67.45,107
67.55,107
67.65,107
67.75,107
67.85,107
67.95,108
68.05,108
68.15,108
68.25,108
68.35,108
68.45,108
68.55,108
68.65,109
68.75,109
68.85,109
68.95,109
69.05,109
69.15,110
69.25,110
69.35,110
69.45,110
69.55,110
69.65,110
69.75,110
69.85,111
69.95,111
70.05,111
70.15,111
70.25,111
70.35,112
70.45,112
70.55,112
70.65,112
70.75,112
70.85,113
70.95,113
71.05,113
71.15,113
71.25,113
71.35,113
71.45,113
71.55,114
71.65,114
71.75,114
71.85,114
71.95,114
72.05,114
72.15,114
72.25,114
72.35,114
72.45,115
72.55,115
72.65,115
72.75,115
72.85,115
72.95,115
73.05,115
73.15,115
73.25,115
73.35,115
73.45,116
73.55,116
73.65,116
73.75,116
73.85,116
73.95,116
74.05,116
74.15,116
74.25,116
74.35,117
74.45,117
74.55,117
74.65,117
74.75,117
74.85,117
74.95,118
75.05,118
75.15,118
75.25,118
75.35,118
75.45,118
75.55,118
75.65,119
75.75,119
75.85,119
75.95,119
76.05,119
76.15,120
76.25,120
76.35,120
76.45,120
76.55,120
76.65,121
76.75,121
76.85,121
76.95,121
77.05,121
77.15,121
77.25,122
77.35,122
77.45,122
77.55,122
77.65,122
77.75,122
77.85,122
77.95,122
78.05,122
78.15,123
78.25,123
78.35,123
78.45,123
78.55,123
78.65,123
78.75,123
78.85,124
78.95,124
79.05,124
79.15,124
79.25,124
79.35,124
79.45,125
79.55,125
79.65,125
79.75,125
79.85,125
79.95,125
80.05,125
80.15,125
80.25,126
80.35,126
80.45,126
80.55,126
80.65,126
80.75,126
80.85,126
80.95,127
81.05,127
81.15,127
81.25,127
81.35,127
81.45,127
81.55,127
81.65,127
81.75,127
81.85,127
81.95,128
82.05,128
82.15,128
82.25,128
82.35,128
82.45,128
82.55,129
82.65,129
82.75,129
82.85,129
82.95,129
83.05,129
83.15,129
83.25,129
83.35,129
83.45,130
83.55,130
83.65,130
83.75,130
83.85,130
83.95,130
84.05,130
84.15,131
84.25,131
84.35,131
84.45,131
84.55,131
84.65,131
84.75,132
84.85,132
84.95,132
85.05,132
85.15,132
85.25,132
85.35,132
85.45,132
85.55,132
85.65,132
85.75,132
85.85,132
85.95,132
86.05,132
86.15,133
86.25,133
86.35,133
86.45,133
86.55,133
86.65,133
86.75,133
86.85,133
86.95,133
87.05,133
87.15,133
87.25,133
87.35,133
87.45,134
87.55,134
87.65,134
87.75,134
87.85,134
87.95,134
88.05,134
88.15,134
88.25,134
88.35,134
88.45,135
88.55,135
88.65,135
88.75,135
88.85,135
88.95,135
89.05,135
89.15,135
89.25,135
89.35,135
89.45,136
89.55,136
89.65,136
89.75,136
89.85,136
89.95,136
90.05,136
90.15,136
90.25,137
90.35,137
90.45,137
90.55,137
90.65,137
90.75,137
90.85,137
90.95,137
91.05,137
91.15,137
91.25,137
91.35,137
91.45,137
91.55,137
91.65,137
91.75,137
91.85,137
91.95,137
92.05,137
92.15,138
92.25,138
92.35,138
92.45,138
92.55,138
92.65,138
92.75,138
92.85,138
92.95,138
93.05,138
93.15,138
93.25,138
93.35,138
93.45,138
93.55,139
93.65,139
93.75,139
93.85,139
93.95,139
94.05,139
94.15,140
94.25,140
94.35,140
94.45,140
94.55,140
94.65,140
94.75,140
94.85,141
94.95,141
95.05,141
95.15,141
95.25,141
95.35,141
95.45,141
95.55,141
95.65,141
95.75,141
95.85,142
95.95,142
96.05,142
96.15,142
96.25,142
96.35,142
96.45,142
96.55,142
96.65,142
96.75,142
96.85,142
96.95,142
97.05,142
97.15,142
97.25,142
97.35,142
97.45,142
97.55,142
97.65,142
97.75,142
97.85,143
97.95,143
98.05,143
98.15,143
98.25,143
98.35,143
98.45,143
98.55,143
98.65,143
98.75,143
98.85,143
98.95,143
99.05,143
99.15,143
99.25,143
99.35,143
99.45,143
99.55,143
99.65,143
99.75,143
99.85,143
