time,cumulative_grains_below_aperture
22.43,44
22.53,45
22.63,45
22.73,45
22.83,46
22.93,46
23.03,46
23.13,46
23.23,46
23.33,46
23.43,47
23.53,47
23.63,47
23.73,48
23.83,48
23.93,48
24.03,48
24.13,48
24.23,48
24.33,49
24.43,49
24.53,49
24.63,49
24.73,49
24.83,49
24.93,49
25.03,50
25.13,50
25.23,50
25.33,50
25.43,50
25.53,51
25.63,51
25.73,51
25.83,51
25.93,51
26.03,51
26.13,51
26.23,51
26.33,51
26.43,51
26.53,52
26.63,52
26.73,52
26.83,53
26.93,53
27.03,53
27.13,53
27.23,53
27.33,53
27.43,53
27.53,53
27.63,53
27.73,53
27.83,54
27.93,54
28.03,54
28.13,54
28.23,54
28.33,54
28.43,54
28.53,54
28.63,54
28.73,54
28.83,55
28.93,55
29.03,55
29.13,55
29.23,56
29.33,56
29.43,56
29.53,56
29.63,56
29.73,56
29.83,56
29.93,56
30.03,56
30.13,56
30.23,56
30.33,56
30.43,56
30.53,56
30.63,56
30.73,56
30.83,56
30.93,56
31.03,56
31.13,56
31.23,56
31.33,56
31.43,56
31.53,57
31.63,57
31.73,57
31.83,57
31.93,57
32.03,57
32.13,57
32.23,58
32.33,58
32.43,58
32.53,58
32.63,59
32.73,59
32.83,59
32.93,59
33.03,59
33.13,59
33.23,59
33.33,59
33.43,59
33.53,59
33.63,59
33.73,59
33.83,59
33.93,59
34.03,59
34.13,59
34.23,59
34.33,59
34.43,59
34.53,59
34.63,59
34.73,59
34.83,59
34.93,59
35.03,59
35.13,59
35.23,59
35.33,59
35.43,59
35.53,60
35.63,60
35.73,60
35.83,60
35.93,60
36.03,61
36.13,61
36.23,61
36.33,61
36.43,61
36.53,61
36.63,61
36.73,61
36.83,61
36.93,62
37.03,62
37.13,62
37.23,62
37.33,62
37.43,62
37.53,62
37.63,62
37.73,62
37.83,63
37.93,63
38.03,63
38.13,63
38.23,63
38.33,64
38.43,64
38.53,64
38.63,64
38.73,64
38.83,64
38.93,64
39.03,64
39.13,65
39.23,65
39.33,65
39.43,65
39.53,65
39.63,65
39.73,65
39.83,65
39.93,65
40.03,65
40.13,66
40.23,66
40.33,66
40.43,66
40.53,66
40.63,67
40.73,67
40.83,67
40.93,67
41.03,68
41.13,68
41.23,68
41.33,68
41.43,69
41.53,69
41.63,69
41.73,70
41.83,70
41.93,70
42.03,70
42.13,71
42.23,71
42.33,71
42.43,71
42.53,71
42.63,71
42.73,71
42.83,71
42.93,72
43.03,72
43.13,72
43.23,72
43.33,72
43.43,73
43.53,73
43.63,73
43.73,73
43.83,74
43.93,74
44.03,74
44.13,74
44.23,74
44.33,74
44.43,75
44.53,75
44.63,75
44.73,75
44.83,76
44.93,76
45.03,76
45.13,76
45.23,77
45.33,77
45.43,77
45.53,77
45.63,77
45.73,77
45.83,78
45.93,78
46.03,78
46.13,78
46.23,79
46.33,79
46.43,79
46.53,79
46.63,79
46.73,80
46.83,80
46.93,80
47.03,80
47.13,81
47.23,81
47.33,81
47.43,81
47.53,82
47.63,82
47.73,82
47.83,82
47.93,82
48.03,83
48.13,83
48.23,83
48.33,83
48.43,83
48.53,84
48.63,84
48.73,84
48.83,84
48.93,84
49.03,84
49.13,85
49.23,85
49.33,85
49.43,86
49.53,86
49.63,86
49.73,86
49.83,86
49.93,86
50.03,87
50.13,87
50.23,87
50.33,87
50.43,87
50.53,87
50.63,87
50.73,88
50.83,88
50.93,88
51.03,88
51.13,88
51.23,89
51.33,89
51.43,89
51.53,89
51.63,89
51.73,89
51.83,89
51.93,89
52.03,90
52.13,90
52.23,90
52.33,90
52.43,90
52.53,91
52.63,91
52.73,91
52.83,91
52.93,92
53.03,92
53.13,92
53.23,92
53.33,92
53.43,92
53.53,92
53.63,92
53.73,93
53.83,93
53.93,93
54.03,93
54.13,93
54.23,93
54.33,93
54.43,94
54.53,94
54.63,94
54.73,94
54.83,95
54.93,95
55.03,95
55.13,95
55.23,95
55.33,95
55.43,95
55.53,95
55.63,95
55.73,96
55.83,96
55.93,96
56.03,96
56.13,96
56.23,97
56.33,97
56.43,97
56.53,97
56.63,98
56.73,98
56.83,98
56.93,98
57.03,98
57.13,98
57.23,98
57.33,98
57.43,99
57.53,99
57.63,99
57.73,99
57.83,99
57.93,99
58.03,99
58.13,99
58.23,99
58.33,100
58.43,100
58.53,100
58.63,100
58.73,100
58.83,100
58.93,100
59.03,100
59.13,101
59.23,101
59.33,101
59.43,101
59.53,101
59.63,101
59.73,102
59.83,102
59.93,102
60.03,102
60.13,102
60.23,103
60.33,103
60.43,103
60.53,103
60.63,103
60.73,103
60.83,103
60.93,104
61.03,104
61.13,104
61.23,104
61.33,104
61.43,105
61.53,105
61.63,105
61.73,105
61.83,105
61.93,106
62.03,106
62.13,106
62.23,106
62.33,106
62.43,106
62.53,106
62.63,106
62.73,106
62.83,106
62.93,106
63.03,106
63.13,106
63.23,106
63.33,106
63.43,106
63.53,106
63.63,106
63.73,106
63.83,106
63.93,106
64.03,106
64.13,106
64.23,106
64.33,106
64.43,106
64.53,107
64.63,107
64.73,107
64.83,107
64.93,107
65.03,107
65.13,107
65.23,107
65.33,108
65.43,108
65.53,108
65.63,108
65.73,108
65.83,108
65.93,109
66.03,109
66.13,109
66.23,109
66.33,109
66.43,109
66.53,109
66.63,110
66.73,110
66.83,110
66.93,110
67.03,110
67.13,111
67.23,111
67.33,111
67.43,111
67.53,111
67.63,112
67.73,112
67.83,112
67.93,112
68.03,112
68.13,112
68.23,112
68.33,112
68.43,112
68.53,112
68.63,113
68.73,113
68.83,113
68.93,113
69.03,114
69.13,114
69.23,114
69.33,114
69.43,114
69.53,114
69.63,115
69.73,115
69.83,115
69.93,115
70.03,115
70.13,115
70.23,116
70.33,116
70.43,116
70.53,116
70.63,116
70.73,116
70.83,117
70.93,117
71.03,117
71.13,117
71.23,118
71.33,118
71.43,118
71.53,119
71.63,119
71.73,119
71.83,119
71.93,119
72.03,119
72.13,120
72.23,120
72.33,120
72.43,120
72.53,121
72.63,121
72.73,121
72.83,121
72.93,121
73.03,121
73.13,121
73.23,121
73.33,121
73.43,122
73.53,122
73.63,122
73.73,122
73.83,122
73.93,122
74.03,123
74.13,123
74.23,123
74.33,123
74.43,123
74.53,123
74.63,123
74.73,123
74.83,123
74.93,124
75.03,124
75.13,124
75.23,124
75.33,124
75.43,124
75.53,124
75.63,125
75.73,125
75.83,125
75.93,125
76.03,126
76.13,126
76.23,126
76.33,126
76.43,126
76.53,127
76.63,127
76.73,127
76.83,127
76.93,127
77.03,127
77.13,127
77.23,128
77.33,128
77.43,128
77.53,128
77.63,129
77.73,129
77.83,129
77.93,129
78.03,129
78.13,130
78.23,130
78.33,130
78.43,130
78.53,130
78.63,130
78.73,130
78.83,130
78.93,130
79.03,131
79.13,131
79.23,131
79.33,131
79.43,131
79.53,131
79.63,131
79.73,131
79.83,131
79.93,131
80.03,131
80.13,131
80.23,131
80.33,132
80.43,132
80.53,132
80.63,132
80.73,132
80.83,132
80.93,133
81.03,133
81.13,133
81.23,133
81.33,133
81.43,133
81.53,133
81.63,133
81.73,134
81.83,134
81.93,134
82.03,134
82.13,134
82.23,134
82.33,134
82.43,134
82.53,134
82.63,134
82.73,134
82.83,135
82.93,135
83.03,135
83.13,135
83.23,135
83.33,135
83.43,136
83.53,136
83.63,136
83.73,136
83.83,136
83.93,136
84.03,137
84.13,137
84.23,137
84.33,137
84.43,137
84.53,137
84.63,138
84.73,138
84.83,138
84.93,138
85.03,138
85.13,138
85.23,139
85.33,139
85.43,139
85.53,139
85.63,140
85.73,140
85.83,140
85.93,140
86.03,140
86.13,140
86.23,140
86.33,141
86.43,141
86.53,141
86.63,141
86.73,141
86.83,141
86.93,141
87.03,142
87.13,142
87.23,142
87.33,142
87.43,142
87.53,142
87.63,142
87.73,142
87.83,142
87.93,143
88.03,143
88.13,143
88.23,143
88.33,143
88.43,143
88.53,143
88.63,143
88.73,144
88.83,144
88.93,144
89.03,144
89.13,144
89.23,144
89.33,144
89.43,144
89.53,145
89.63,145
89.73,145
89.83,145
89.93,145
90.03,146
90.13,146
90.23,146
90.33,146
90.43,146
90.53,146
90.63,147
90.73,147
90.83,147
90.93,147
91.03,147
91.13,147
91.23,147
91.33,148
91.43,148
91.53,148
91.63,148
91.73,148
91.83,148
91.93,148
92.03,148
92.13,148
92.23,148
92.33,149
92.43,149
92.53,149
92.63,149
92.73,149
92.83,149
92.93,149
93.03,149
93.13,149
93.23,149
93.33,149
93.43,150
93.53,150
93.63,150
93.73,150
93.83,150
93.93,150
94.03,151
94.13,151
94.23,151
94.33,151
94.43,151
94.53,151
94.63,152
94.73,152
94.83,152
94.93,152
95.03,152
95.13,152
95.23,152
95.33,152
95.43,152
95.53,152
95.63,152
95.73,152
95.83,152
95.93,152
96.03,152
96.13,152
96.23,152
96.33,152
96.43,152
